area_type,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,8th Phase JP Nagar,1 BHK,Maian M,451,1,0,29.9
Super built-up  Area,Electronic City,3 BHK,ShstaAl,1800,3,2,95
Super built-up  Area,Jalahalli,3 BHK,Shard T,1400,3,0,77
Super built-up  Area,Hegde Nagar,3 BHK,SoitaCa,1801,3,2,115
Built-up  Area,Mahadevpura,2 BHK,Neagar ,1451,2,,90
Plot  Area,Anekal,2 Bedroom,,1200,1,1,36
Super built-up  Area,Begur Road,2 BHK,Dhalsh ,1160,2,2,44
Built-up  Area,Kengeri,2 BHK,,1000,2,1,25
Super built-up  Area,Kanakpura Road,2 BHK,Wiowsri,950,2,1,40
Built-up  Area,"Hoodi Circle, ",3 BHK,,1629,3,2,79
Built-up  Area,Vijayanagar,3 BHK,,1580,2,0,134
Super built-up  Area,Vijayanagar,3 BHK,Saityat,1826,3,2,121
Built-up  Area,7th Phase JP Nagar,2 BHK,Eladero,1245,2,1,94
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,Lancyey,1145,2,2,45.79
Super built-up  Area,Sompura,2 BHK,Suiseit,825,2,1,33
Super built-up  Area,Yeshwanthpur,3 BHK,Aroomba,1693,3,3,108
Super built-up  Area,Electronics City Phase 1,2 BHK,Courf T,1113.27,2,2,53
Built-up  Area,Ashirvad Colony,2 BHK,VMowsea,1460,2,1,58
Built-up  Area,Doddathoguru,2 BHK,S onsMa,1050,2,1,32
Built-up  Area,Dodda Nekkundi,2 BHK,Tuentpa,1260,2,2,55
Super built-up  Area,K N Extension,6 BHK,,700,3,,120
Built-up  Area,Hosur Road,2 BHK,Tovesee,1656,2,1,120
Super built-up  Area,Chandapura,3 BHK,Vailsaf,1208,3,1,45
Super built-up  Area,Whitefield,3 BHK,BrlisCo,1910,3,2,161
Super built-up  Area,Whitefield,4 BHK,Haestt ,3252,4,1,230
Plot  Area,Battarahalli,2 Bedroom,,1200,2,1,65
Super built-up  Area,Gokula Extension,4 BHK,,1200,4,1,175
Super built-up  Area,7th Phase JP Nagar,2 BHK,BriumMi,1175,2,1,82
Plot  Area,Kamakshipalya,2 Bedroom,,1000,2,0,165
Plot  Area,Bannerghatta Road,4 Bedroom,,1200,2,0,125
Super built-up  Area,Rajaji Nagar,3 BHK,PhestOn,2390,3,2,410
Super built-up  Area,Rajaji Nagar,7 BHK,,12000,6,3,2200
Plot  Area,Sultan Palaya,2 Bedroom,,550,1,1,62
Super built-up  Area,Kengeri,1 BHK,,34.46Sq. Meter,1,0,18.5
Super built-up  Area,Sanne Amanikere,2 BHK,Hoxiaa ,1185,2,,38
Super built-up  Area,Kengeri,2 BHK,VBvenal,750,2,1,38
Plot  Area,Mahalakshmi Layout,6 Bedroom,,1200,7,3,250
Super built-up  Area,Kanakpura Road,3 BHK,JRrnauv,1550,3,3,64.5
Built-up  Area,Amco Colony,3 BHK,Hoeatan,1760,3,2,88
Super built-up  Area,Billekahalli,2 BHK,Asity S,1125,2,2,62
Plot  Area,Nagarbhavi,3 Bedroom,,1350,3,2,150
Plot  Area,Anandapura,2 Bedroom,,1000,2,1,55
Built-up  Area,Bommasandra Industrial Area,2 BHK,,1090,2,2,31.48
Plot  Area,TC Palaya,2 Bedroom,,1200,2,0,60
Super built-up  Area,Budigere,3 BHK,PrityTr,1991,4,2,103
Super built-up  Area,Bommasandra,2 BHK,DSoodil,1060,2,1,26.5
Super built-up  Area,Ambalipura,2 BHK,SJarkte,1105,2,1,75
Built-up  Area,Hoodi,2 BHK,Dhgraas,985,2,2,67
Plot  Area,Chandapura,6 Bedroom,,1533,5,3,85
Super built-up  Area,Balagere,3 BHK,HiqueMa,1590,3,2,79
Super built-up  Area,CV Raman Nagar,2 BHK,Srshq T,1120,2,2,55
Super built-up  Area,Samethanahalli,2 BHK,SPontna,1069,2,1,55
Super built-up  Area,Marathahalli,3 BHK,Prionad,1933,3,2,140
Built-up  Area,Hosur Road,2 BHK,PuendWe,1194,2,0,69
Super built-up  Area,Brookefield,2 BHK,Danna S,1150,2,3,69
Super built-up  Area,Yelenahalli,2 BHK,,1240,2,2,47.12
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2,2,48.1
Plot  Area,7th Phase JP Nagar,8 Bedroom,,1200,8,,250
Super built-up  Area,Richmond Town,3 BHK,Bltonin,2150,4,,240
Super built-up  Area,Suddaguntepalya,3 BHK,MSanaer,1450,3,2,55
Super built-up  Area,Udayapur Village,3 BHK,Plowsri,1630,3,2,68.29
Super built-up  Area,Dasanapura,2 BHK,Tavenew,708,1,1,40
Plot  Area,Kasavanhalli,3 Bedroom,,1000,4,3,110
Plot  Area,Whitefield,4 Bedroom,,11890,4,3,700
Super built-up  Area,Bellandur,2 BHK,Ocavees,1250,2,1,76
Super built-up  Area,7th Phase JP Nagar,3 BHK,Brnia G,1400,2,1,95
Super built-up  Area,Sarjapur  Road,3 BHK,,1670,2,3,57
Super built-up  Area,Ardendale,3 BHK,SoystAm,1750,3,2,100
Super built-up  Area,Vittasandra,2 BHK,Prlla C,1404,2,1,71
Super built-up  Area,Hoodi,3 BHK,SMaxyay,1715,2,2,95
Built-up  Area,Electronic City,1 BHK,Prarkun,630,1,1,34.65
Super built-up  Area,Harlur,3 BHK,SosicCl,1752.12,3,2,135
Super built-up  Area,Hulimavu,3 BHK,,1650,3,2,78
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2,1,55.47
Plot  Area,Giri Nagar,3 Bedroom,Bancyri,1800,3,2,252
Super built-up  Area,Sarjapur  Road,2 BHK,PualeSk,1346,2,1,74.03
Plot  Area,Thippasandra,4 Bedroom,,1200,4,2,200
Super built-up  Area,Hormavu,2 BHK,ElavuHo,1150,2,2,55
Built-up  Area,Chikkabidarakallu,4 Bedroom,Gontyol,3309,4,3,325
Super built-up  Area,Chandapura,3 BHK,SunceEs,1190,2,2,30.35
Super built-up  Area,AECS Layout,3 BHK,DSutyng,1620,3,2,98
Super built-up  Area,Marathahalli,2 BHK,,950,2,1,46.96
Super built-up  Area,1 Giri Nagar,11 BHK,Bancyri,5000,9,3,360
Super built-up  Area,Harlur,3 BHK,SrEndPo,2450,3,0,120
Super built-up  Area,Electronic City Phase II,3 BHK,Sryalan,1220,2,1,35.23
Super built-up  Area,Hoysalanagar,2 BHK,RKntsrt,850,2,1,30
Built-up  Area,Padmanabhanagar,2 BHK,,1020,2,2,63
Built-up  Area,Chikkalasandra,2 BHK,,1100,2,2,50
Super built-up  Area,Defence Colony,2 BHK,Vantspa,1150,2,2,126
Super built-up  Area,Hebbal,3 BHK,Mahosya,1760,2,2,130
Super built-up  Area,Ambalipura,3 BHK,,1800,3,3,110
Super built-up  Area,Akshaya Nagar,2 BHK,,1070,2,1,54
Plot  Area,2nd Stage Nagarbhavi,4 Bedroom,,1500,4,2,220
Plot  Area,Vidyaranyapura,2 Bedroom,,1440,2,0,95
Super built-up  Area,Amruthahalli,2 BHK,Prowsi ,900,2,1,40
Built-up  Area,ITI Employees Layout,4 BHK,,1200,4,1,230
Super built-up  Area,Whitefield,2 BHK,SMuilan,1130,2,1,42.16
Super built-up  Area,Koramangala,2 BHK,Proodt ,1320,2,1,165
Super built-up  Area,Kodigehalli,2 BHK,,1270,2,1,98
Built-up  Area,Patelappa Layout,2 BHK,Sryamar,1200,2,1,62
Super built-up  Area,Ring Road Nagarbhavi,4 BHK,,4800,4,,235
Super built-up  Area,NS Palya,2 BHK,,1200,2,1,74
Super built-up  Area,Subramanyapura,2 BHK,Prldsri,929,2,0,50.17
Built-up  Area,RMV 2nd Stage,4 BHK,LiaveEn,1150,4,2,260
Plot  Area,Basavangudi,4 Bedroom,,1125,4,3,180
Plot  Area,Kenchenahalli,5 Bedroom,,500,3,2,65
Plot  Area,3rd Block Hrbr Layout,5 Bedroom,Bemesrm,1200,5,2,190
Super built-up  Area,KUDLU MAIN ROAD,3 BHK,,1464,3,2,56
Super built-up  Area,7th Phase JP Nagar,4 BHK,,3600,4,3,400
Plot  Area,Bank Avenue,4 Bedroom,,2000,4,2,99
Super built-up  Area,Chikkalasandra,2 BHK,,1208,2,1,49
Super built-up  Area,Hebbal Kempapura,2 BHK,Vrensn ,1130,2,2,60
Super built-up  Area,Surabhi Layout,3 BHK,VDdonel,1753,3,2,120
Super built-up  Area,Old Madras Road,5 BHK,Brica E,4500,7,3,337
Plot  Area,Banjara Layout,3 Bedroom,,600,3,2,58
Super built-up  Area,Hoodi,2 BHK,GoAirej,1196,2,2,94.42
Built-up  Area,5th Phase JP Nagar,2 BHK,Prenty ,1150,3,3,52.5
Super built-up  Area,Electronic City,2 BHK,Prarkun,1128,2,1,63
Super built-up  Area,Omkar Nagar,2 BHK,Shinei ,1000,2,1,53
Super built-up  Area,Yelahanka,2 BHK,Apows M,1035,2,1,45
Built-up  Area,Kereguddadahalli,2 BHK,,950,2,1,32
Super built-up  Area,Bisuvanahalli,3 BHK,Prityel,1075,2,1,36
Super built-up  Area,Whitefield,2 BHK,SVineun,1040,2,1,48.5
Plot  Area,Maragondanahalli,2 Bedroom,,720,2,1,45
Super built-up  Area,Lingadheeranahalli,3 BHK,Soiewre,1511,3,1,95
Built-up  Area,Silk Board,3 BHK,,1300,3,1,58
Super built-up  Area,Hoodi,3 BHK,Caycend,1545,3,1,68.75
Built-up  Area,Shampura,1 BHK,,375,2,0,26
Super built-up  Area,Vidyaranyapura,2 BHK,,1062,2,3,38
Super built-up  Area,Kada Agrahara,2 BHK,,1115,2,1,40
Super built-up  Area,JP Nagar,2 BHK,DSvvyx ,1000,2,1,35
Super built-up  Area,Kambipura,2 BHK,Prrtht ,883,2,1,45
Super built-up  Area,Sarjapur  Road,2 BHK,Brareio,1195,2,1,70
Plot  Area,BHEL Layout,4 Bedroom,,1200,3,1,165
Built-up  Area,Medahalli,1 Bedroom,,700,1,0,41
Super built-up  Area,Vittasandra,2 BHK,Prlla C,1246,2,1,67
Plot  Area,8th Phase JP Nagar,4 Bedroom,,660,4,2,90
Plot  Area,Banashankari Stage III,4 Bedroom,,8500,4,2,145
Super built-up  Area,Kashi Nagar,4 BHK,,1600,4,1,80
Super built-up  Area,Haralur Road,4 BHK,SNnia E,2805,5,3,154
Super built-up  Area,Begur Road,3 BHK,,1584,3,,65
Plot  Area,Sector 7 HSR Layout,4 Bedroom,,3000,5,1,275
Built-up  Area,Hosur Road,3 BHK,,1175,2,2,48
Built-up  Area,"Yemlur, Old Airport Road, ",3 BHK,,1595,3,2,115
Super built-up  Area,VHBCS Layout,2 BHK,OlarkLa,1353,2,2,110
Super built-up  Area,Electronic City,3 BHK,Prarkun,1599,3,2,125
Super built-up  Area,Whitefield,2 BHK,SuMTBPr,1150,2,1,70
Super built-up  Area,Jakkur,4 BHK,Lecco C,5230,6,1,465
Super built-up  Area,KR Puram,2 BHK,Jahidva,1155,2,2,42.74
Built-up  Area,Ittamadu,1 BHK,,1200,2,0,85
Super built-up  Area,Electronic City Phase II,2 BHK,,1000,2,1,25
Super built-up  Area,Thanisandra,4 BHK,,3000,4,,120
Built-up  Area,Rajiv Nagar,3 BHK,PuoodSk,1867,3,1,160
Super built-up  Area,Ramagondanahalli,2 BHK,ViistLa,1251,2,1,47
Super built-up  Area,Gattahalli,2 BHK,Arano M,1028,2,1,45.5
Super built-up  Area,Arekere,2 BHK,Amngsag,1222,2,2,45
Super built-up  Area,Bannerghatta Road,3 BHK,SNity S,1170,2,1,66
Super built-up  Area,Hebbal,3 BHK,Kacesh ,2400,4,1,245
Super built-up  Area,Ramanjaneyanagar,3 BHK,,1385,2,2,48.48
Super built-up  Area,HSR Layout,2 BHK,SrisePo,1372,2,1,68
Super built-up  Area,Magadi Road,3 BHK,Bilya A,1282,2,2,49
Super built-up  Area,Mico Layout,9 BHK,Amsomun,5000,9,3,210
Built-up  Area,7th Block Jayanagar,5 Bedroom,,3000,3,1,528
Super built-up  Area,Kanakpura Road,2 BHK,Shdhia ,1135,2,1,39.73
Built-up  Area,Whitefield,3 BHK,,1768,3,2,101
Built-up  Area,Byatarayanapura,3 BHK,Foconna,1325,2,1,90
Super built-up  Area,Electronic City,3 BHK,Prarkun,1599,3,2,99
Plot  Area,Whitefield,3 Bedroom,,1500,3,1,61.95
Plot  Area,2nd Phase JP Nagar,3 Bedroom,,2610,3,0,499
Super built-up  Area,Uttarahalli,2 BHK,,1286,2,2,63
Built-up  Area,Kammanahalli,5 BHK,,2845,5,1,140
Super built-up  Area,K G Colony,3 BHK,Aincy R,1600,2,,50
Super built-up  Area,Hennur Road,2 BHK,Shxorm ,1195 - 1440,2,0,63.77
Super built-up  Area,Hebbal,3 BHK,Brium C,3450,5,2,260
Super built-up  Area,Munnekollal,2 BHK,Sadhii ,1102,2,2,53.67
Super built-up  Area,Yelahanka,2 BHK,Sahanra,1350,2,2,54
Super built-up  Area,Banashankari,3 BHK,,1200,2,2,42
Plot  Area,Hosa Road,6 Bedroom,,1300,6,0,145
Plot  Area,Herohalli,2 Bedroom,,1800,1,1,80
Built-up  Area,Chikkabanavar,2 BHK,,950,2,1,40
Super built-up  Area,Kanakpura Road,1 BHK,PrarePa,525,1,1,27.25
Built-up  Area,Attibele,2 BHK,Jae 2hu,656,2,1,25
Plot  Area,Marathahalli,4 Bedroom,,1780,4,3,175
Super built-up  Area,3rd Block Hrbr Layout,2 BHK,Icncy R,1056,2,1,80
Super built-up  Area,Bannerghatta Road,1 BHK,Hiatei ,595,1,1,33.32
Built-up  Area,Ittamadu,2 BHK,,1080,2,2,50
Super built-up  Area,7th Phase JP Nagar,3 BHK,Puarero,2225,3,1,160
Super built-up  Area,Bommasandra,2 BHK,DSoodil,1126,2,1,28.15
Super built-up  Area,Electronics City Phase 1,3 BHK,GaicaVe,1490,3,1,84
Plot  Area,HRBR Layout,4 Bedroom,,2000,4,1,300
Super built-up  Area,Sarjapur  Road,3 BHK,PuineSu,1550,3,3,100
Super built-up  Area,,3 BHK,Grare S,1600,3,2,86
Built-up  Area,Ashwini layout,2 BHK,,1160,2,1,55
Built-up  Area,Whitefield,4 Bedroom,PrOakSi,4144,4,3,315
Super built-up  Area,Sarjapur  Road,3 BHK,Supleon,2100,3,2,125
Super built-up  Area,Vittasandra,2 BHK,Prlla C,1404,2,1,69.3
Plot  Area,Sarjapur  Road,4 Bedroom,LGestbo,2230,4,3,225
Super built-up  Area,Marathalli bridge,3 BHK,,1544,3,,120
Super built-up  Area,Banashankari Stage III,3 BHK,Pridsi ,1305,2,1,58.7
Super built-up  Area,Marathahalli,2 BHK,Aahts H,1230,2,2,80
Plot  Area,T.C PALYA,2 Bedroom,,1200,2,0,65
Super built-up  Area,Harlur,3 BHK,,1460,3,1,73
Plot  Area,Sarjapur  Road,,Asiss B,1200 - 2400,,,34.185
Built-up  Area,Gottigere,2 BHK,,967,2,3,45
Built-up  Area,Byatarayanapura,1 Bedroom,,540,1,1,36
Super built-up  Area,Hormavu,1 BHK,Kolisl ,715,1,2,46
Super built-up  Area,Whitefield,3 BHK,Toindls,2500,3,2,313
Super built-up  Area,Dooravani Nagar,3 BHK,Puceswn,1578,3,1,180
Super built-up  Area,Mysore Road,2 BHK,,1020,2,1,48.95
Super built-up  Area,Jigani,2 BHK,i1odsne,1020,2,1,40
Super built-up  Area,Koramangala,2 BHK,Ansna K,1253,2,1,102
Super built-up  Area,JCR Layout,2 BHK,ARnamru,1180,2,2,42
Super built-up  Area,Nehru Nagar,2 BHK,Veyalin,961,2,2,38
Built-up  Area,Kanakapura,3 BHK,,1419,3,3,75
Super built-up  Area,Harlur,3 BHK,SomonCi,1709,3,2,150
Plot  Area,Papareddipalya,2 Bedroom,,1600,2,0,115
Super built-up  Area,Venkatapura,1 BHK,,416,1,1,18.5
Carpet  Area,Sanjay nagar,2 BHK,,1100,2,2,98
Super built-up  Area,HSR Layout,3 BHK,,1430,2,1,65
Super built-up  Area,Sneha Colony,2 BHK,Daill S,1260,2,2,45
Built-up  Area,RMV Extension,3 BHK,DSureSi,1630,3,2,85
Super built-up  Area,Sarjapur  Road,3 BHK,Soini T,1249,3,2,44.71
Super built-up  Area,Kalena Agrahara,3 BHK,MancyRe,1450,2,3,85
Super built-up  Area,Konanakunte,3 BHK,Prasa W,2791,3,1,223
Super built-up  Area,Hosapalya,1 BHK,,600,1,0,90
Built-up  Area,Ashwini layout,1 BHK,Kaantth,834,1,1,60
Plot  Area,Doddagubbi,3 Bedroom,,1125,4,1,70
Super built-up  Area,Arekere,3 BHK,,2060,3,2,140
Super built-up  Area,Malleshwaram,7 BHK,,12000,7,3,2200
Built-up  Area,Gottigere,2 BHK,Drente ,891,2,1,25
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133,2,1,49.07
Built-up  Area,Bisuvanahalli,3 BHK,Prityel,1075,2,1,37
Super built-up  Area,Sector 6 HSR Layout,4 BHK,,3000,5,2,260
Plot  Area,Brookefield,4 Bedroom,,2440,5,2,425
Built-up  Area,Vidyaranyapura,2 BHK,,1200,2,2,55
Super built-up  Area,Thanisandra,2 BHK,,1075,2,2,45.8
Super built-up  Area,Kaggadasapura,2 BHK,,1140,2,2,40
Plot  Area,Margondanahalli,5 Bedroom,,940,4,2,150
Plot  Area,ITI Layout,6 Bedroom,,2160,5,1,250
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,SGandea,1090,2,1,42
Built-up  Area,R.T. Nagar,4 Bedroom,,1500,4,1,70
Super built-up  Area,Whitefield,4 BHK,,4104,4,2,360
Super built-up  Area,Whitefield,3 BHK,,1790,3,,100
Super built-up  Area,Hebbal,3 BHK,Mahosya,1920,3,2,134
Built-up  Area,HRBR Layout,2 BHK,Eline P,1374,2,2,95
Carpet  Area,Bannerghatta Road,3 BHK,,1445,3,2,95
Super built-up  Area,Kanakapura,1 BHK,GoityEt,711,1,1,36
Super built-up  Area,Tumkur Road,3 BHK,SosonGa,1500,3,3,95
Super built-up  Area,Whitefield,3 BHK,Gotis A,1720,3,3,100
Super built-up  Area,Vasanthapura,3 BHK,,1400,3,2,60
Built-up  Area,Kundalahalli,2 BHK,,1030,2,2,49
Super built-up  Area,Mysore Road,2 BHK,PrntaEn,1200,2,1,85
Carpet  Area,Hosahalli,3 BHK,NSezeBr,1375,3,2,70
Plot  Area,Hegde Nagar,2 Bedroom,,1050,1,,56
Super built-up  Area,Jalahalli,3 BHK,Tahtsla,2250,3,2,160
Super built-up  Area,Bellandur,2 BHK,Sronda ,1000,2,2,50
Super built-up  Area,Jalahalli West,1 BHK,Prntsax,469,1,0,25
Super built-up  Area,Marathahalli,4 BHK,PueraRi,3800,4,3,250
Super built-up  Area,Kambipura,2 BHK,Prrtht ,883,2,1,29
Super built-up  Area,GM Palaya,3 BHK,Chnts A,1820,2,3,86
Built-up  Area,Singasandra,3 BHK,,1440,2,3,65
Super built-up  Area,near Ramanashree California resort,6 BHK,,3600,4,1,160
Built-up  Area,Malleshwaram,4 BHK,GaityEt,2500,5,2,325
Super built-up  Area,Mahadevpura,2 BHK,,1225,2,2,48
Plot  Area,"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,,4000,3,1,660
Carpet  Area,Chikkalasandra,2 BHK,,875,2,3,52.8
Super built-up  Area,Jalahalli East,1 BHK,ShshaSa,750,1,2,40
Super built-up  Area,6th Phase JP Nagar,2 BHK,,1180,2,3,80
Super built-up  Area,Haralur Road,2 BHK,,1194,2,2,47
Super built-up  Area,Hennur Road,3 BHK,,1500,2,2,62
Super built-up  Area,Poornapragna Housing Society Layout,2 BHK,,1160,2,2,52.2
Built-up  Area,Arekere,9 Bedroom,,4125Perch,9,,265
Super built-up  Area,Hosakerehalli,3 BHK,Taonte ,2378,3,1,262
Super built-up  Area,Sarjapur,2 BHK,Ahownve,1128,2,1,60
Super built-up  Area,Hebbal,3 BHK,Cevely ,1500,3,1,150
Built-up  Area,Huskur,3 BHK,,1220,2,1,35.23
Super built-up  Area,Sarjapur  Road,2 BHK,,1210,2,2,58
Super built-up  Area,Kanakpura Road,3 BHK,PrarePa,1100,2,1,58
Super built-up  Area,Bommasandra,3 BHK,Vaodspe,1200,3,2,46
Built-up  Area,Haralur Road,4 BHK,SNnia E,3385,5,,260
Super built-up  Area,Nagondanahalli,3 BHK,DSldsen,1641,3,2,66
Super built-up  Area,Horamavu Agara,2 BHK,,1200,2,1,45
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,NaonySy,1260,2,1,67.39
Super built-up  Area,Mahadevpura,3 BHK,,1720,3,3,78
Super built-up  Area,Yelahanka,2 BHK,Rarthne,1120 - 1145,2,0,48.13
Super built-up  Area,Yelahanka,2 BHK,Pyikad ,1210,2,1,45.98
Built-up  Area,Indira Nagar,4 Bedroom,,2200,4,2,200
Super built-up  Area,Bisuvanahalli,3 BHK,Prityel,1075,2,1,45
Built-up  Area,Thanisandra,3 BHK,Soitya ,1702,3,2,130
Super built-up  Area,Shanthala Nagar,2 BHK,Malex C,1630,2,2,200
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1141,2,2,38.55
Super built-up  Area,Shantiniketan Layout,3 BHK,,2072,3,2,108
Super built-up  Area,JP Nagar,5 BHK,Pehtsa ,4400 - 6640,,,375
Built-up  Area,Herohalli,3 Bedroom,,1200,2,0,70
Super built-up  Area,Teachers Colony,3 BHK,,1350,3,0,77
Built-up  Area,Bettahalsoor,4 Bedroom,Toainnt,3090 - 5002,4,0,445
Super built-up  Area,Srinivasa Nagar,3 BHK,,1180,2,2,78.34
Built-up  Area,Yelahanka,3 BHK,Edreelm,35000,3,3,130
Super built-up  Area,Langford Town,2 BHK,,1355,2,2,115
Plot  Area,Sulthangunta,1 Bedroom,,600,1,0,50
Plot  Area,Hormavu,7 Bedroom,,1200,7,,150
Super built-up  Area,Bannerghatta Road,3 BHK,,1640,2,1,120
Plot  Area,Byrathi Village,5 Bedroom,,1200,5,0,100
Super built-up  Area,Kodichikkanahalli,3 BHK,,1190,2,2,57
Plot  Area,OMBR Layout,4 Bedroom,,2400,4,2,375
Super built-up  Area,Marathahalli,2 BHK,,1019,2,2,49.85
Super built-up  Area,Ambedkar Colony,3 BHK,RMcesa ,1875,3,2,165
Super built-up  Area,Akshaya Nagar,3 BHK,,1250,3,2,40
Plot  Area,Brookefield,3 Bedroom,Krreera,1200,3,2,140
Super built-up  Area,Whitefield,2 BHK,PaantPl,1140,2,1,56
Super built-up  Area,Lingadheeranahalli,3 BHK,Soiewre,1683,3,1,109
Super built-up  Area,Kaggadasapura,3 BHK,Golmsoy,1515,3,,83.3
Super built-up  Area,Hoodi,4 BHK,Caycend,2118,4,2,111
Built-up  Area,Bannerghatta Road,4 Bedroom,,1380,3,0,58
Super built-up  Area,Varthur Road,2 BHK,,1083,2,2,61.75
Plot  Area,Anjappa Layout,2 Bedroom,,600,2,1,55
Built-up  Area,Avalahalli,3 BHK,Sohea A,2300,3,3,120
Super built-up  Area,Prakruthi Nagar,2 BHK,MSvelek,1240,2,2,60
Super built-up  Area,Surabhi Layout,3 BHK,VDdonel,1750,3,1,120
Super built-up  Area,Sadaramangala,2 BHK,,1230,2,,43.48
Plot  Area,Anjanapura,3 Bedroom,,1500,3,1,139
Super built-up  Area,Abbigere,2 BHK,SLtias ,985,2,1,40.39
Plot  Area,Tindlu,3 Bedroom,Hentye ,1500,2,1,87
Built-up  Area,Electronic City,2 BHK,,1125,2,1,32.49
Built-up  Area,Maruthi Sevanagar,2 BHK,SMikaay,950,2,1,44
Super built-up  Area,JP Nagar,5 BHK,Pehtsa ,4400 - 6800,,,548.5
Super built-up  Area,Kothanur,3 BHK,,1580,3,3,76
Plot  Area,B Narayanapura,3 Bedroom,,1092,2,1,98.5
Built-up  Area,Electronic City Phase II,2 BHK,Sryalan,1090,2,1,28.34
Built-up  Area,Hennur Road,3 Bedroom,,2264,3,1,159
Super built-up  Area,Dommasandra,3 BHK,,1033,2,2,25.53
Super built-up  Area,Kammasandra,2 BHK,Prony S,810,2,2,24.5
Super built-up  Area,Green Garden Layout,2 BHK,PaisePa,1045,2,0,45
Super built-up  Area,Hebbal,2 BHK,Arcia S,1337,2,1,82
Super built-up  Area,Chandapura,2 BHK,,1200,2,2,32
Super built-up  Area,Koramangala,3 BHK,TealeRo,1580,3,2,160
Super built-up  Area,Begur Road,3 BHK,Dhalsh ,1500,2,3,54
Super built-up  Area,Whitefield,3 BHK,Umods W,1640,4,2,91
Super built-up  Area,Silver Springs Layout,3 BHK,SSarlPe,1570,3,2,62
Super built-up  Area,Gubbalala,3 BHK,MauilTr,1470,2,2,82
Super built-up  Area,Kengeri,2 BHK,,1160,2,2,40.61
Built-up  Area,7th Phase JP Nagar,2 BHK,Brnia G,1050,2,1,71
Super built-up  Area,Dairy Circle,3 BHK,Soeurri,1855,3,1,225
Super built-up  Area,Bannerghatta Road,3 BHK,SNity S,1460,2,1,90
Built-up  Area,Hulimavu,3 BHK,,1823,3,2,100
Super built-up  Area,Electronic City,2 BHK,Daives ,1094,2,2,42
Super built-up  Area,Budigere,2 BHK,PrityTr,1153,2,2,57
Built-up  Area,Hoysalanagar,3 BHK,PNncysi,1325,3,1,57
Plot  Area,Parappana Agrahara,4 Bedroom,,1200,3,2,85
Built-up  Area,Jakkur,3 BHK,Socon Z,1590,2,2,125
Plot  Area,Jeevan bima nagar,5 Bedroom,,1210,4,2,160
Plot  Area,Raja Rajeshwari Nagar,4 Bedroom,,1200,4,0,220
Super built-up  Area,Narayana Nagar 1st Block,2 BHK,Krite D,1202,2,1,48
Built-up  Area,Haralur Road,2 BHK,,1202,2,1,53
Super built-up  Area,KSRTC Layout,2 BHK,Srisei ,1200,2,3,62.5
Super built-up  Area,Panathur,3 BHK,Prcesvy,1688,3,1,118
Built-up  Area,Kaval Byrasandra,2 BHK,Soestrn,1020,2,1,52
Super built-up  Area,Sarjapur,2 BHK,Coa 3t ,1185,2,2,47
Super built-up  Area,Ramagondanahalli,2 BHK,ViistLa,1235,2,1,52.04
Super built-up  Area,Hosakerehalli,4 BHK,Taonte ,3205,5,1,500
Super built-up  Area,Banashankari,2 BHK,,1077,2,2,37.64
Super built-up  Area,Kengeri Satellite Town,3 BHK,MB-laan,1415,2,3,66
Super built-up  Area,EPIP Zone,3 BHK,BrontLa,2330,3,2,162
Super built-up  Area,Whitefield,2 BHK,JahanSa,805,2,2,35
Built-up  Area,P&T Colony,1 BHK,,425,1,0,20.03
Super built-up  Area,Whitefield,2 BHK,DNlleks,1155,2,3,59.95
Super built-up  Area,Cunningham Road,4 BHK,,5270,4,3,1250
Super built-up  Area,Anekal,2 BHK,,656,2,1,22
Built-up  Area,New Gurappana Palya,2 BHK,Alncy R,1100,2,0,48
Super built-up  Area,Mahadevpura,2 BHK,,1150,2,3,52
Plot  Area,Chelekare,1 Bedroom,,600,1,1,60
Super built-up  Area,Ambedkar Colony,2 BHK,RMcesa ,1468,2,1,140
Plot  Area,Palanahalli,4 Bedroom,RMaanSa,4300,5,2,550
Super built-up  Area,Whitefield,3 BHK,Prtates,2280,4,2,126
Super built-up  Area,Hegde Nagar,2 BHK,Soiniy ,1341,2,1,97
Super built-up  Area,Jakkur,2 BHK,,1279,2,1,77
Super built-up  Area,Electronic City Phase II,4 BHK,SNbay G,2225,4,0,98.88
Super built-up  Area,Thanisandra,2 BHK,MenueNo,1185,2,2,43.51
Super built-up  Area,Vadarpalya,3 BHK,VMianri,1750,3,2,85
Super built-up  Area,Kudlu,2 BHK,GKityel,1152,2,1,53.5
Plot  Area,Shivanagar,5 Bedroom,,1000,4,1,160
Super built-up  Area,Hulimavu,2 BHK,Jaise P,1300,2,3,36
Plot  Area,Varthur Road,4 Bedroom,,2760,4,2,155
Super built-up  Area,5th Phase JP Nagar,2 BHK,,1070,2,2,39
