"area_type","location","size","society","total_sqft","bath","balcony","price"
"Super built-up  Area","Yeshwanthpur",3,"Aroomba",1693,3,3,108
"Super built-up  Area","Electronics City Phase 1",2,"Courf T",1290,2,2,53
"Built-up  Area","Ashirvad Colony",2,"VMowsea",1460,2,1,58
"Built-up  Area","Doddathoguru",2,"S onsMa",1050,2,1,32
"Built-up  Area","Dodda Nekkundi",2,"Tuentpa",1260,2,2,55
"Super built-up  Area","K N Extension",6,"Unknown",700,3,2,120
"Built-up  Area","Hosur Road",2,"Tovesee",1656,2,1,120
"Super built-up  Area","Chandapura",3,"Vailsaf",1208,3,1,45
"Super built-up  Area","Whitefield",3,"BrlisCo",1910,3,2,161
"Super built-up  Area","Whitefield",4,"Haestt ",3252,4,1,230
"Plot  Area","Battarahalli",2,"Unknown",1200,2,1,65
"Super built-up  Area","Gokula Extension",4,"Unknown",1200,4,1,175
"Super built-up  Area","7th Phase JP Nagar",2,"BriumMi",1175,2,1,82
"Plot  Area","Kamakshipalya",2,"Unknown",1000,2,0,165
"Plot  Area","Bannerghatta Road",4,"Unknown",1200,2,0,125
"Super built-up  Area","Rajaji Nagar",3,"PhestOn",2390,3,2,410
"Super built-up  Area","Rajaji Nagar",7,"Unknown",12000,6,3,2200
"Plot  Area","Sultan Palaya",2,"Unknown",550,1,1,62
"Super built-up  Area","Kengeri",1,"Unknown",1290,1,0,18.5
"Super built-up  Area","Sanne Amanikere",2,"Hoxiaa ",1185,2,2,38
"Super built-up  Area","Kengeri",2,"VBvenal",750,2,1,38
"Plot  Area","Mahalakshmi Layout",6,"Unknown",1200,7,3,250
"Super built-up  Area","Kanakpura Road",3,"JRrnauv",1550,3,3,64.5
"Built-up  Area","Amco Colony",3,"Hoeatan",1760,3,2,88
"Super built-up  Area","Billekahalli",2,"Asity S",1125,2,2,62
"Plot  Area","Nagarbhavi",3,"Unknown",1350,3,2,150
"Plot  Area","Anandapura",2,"Unknown",1000,2,1,55
"Built-up  Area","Bommasandra Industrial Area",2,"Unknown",1090,2,2,31.48
"Plot  Area","TC Palaya",2,"Unknown",1200,2,0,60
"Super built-up  Area","Budigere",3,"PrityTr",1991,4,2,103
"Super built-up  Area","Bommasandra",2,"DSoodil",1060,2,1,26.5
"Super built-up  Area","Ambalipura",2,"SJarkte",1105,2,1,75
"Built-up  Area","Hoodi",2,"Dhgraas",985,2,2,67
"Plot  Area","Chandapura",6,"Unknown",1533,5,3,85
"Super built-up  Area","Balagere",3,"HiqueMa",1590,3,2,79
"Super built-up  Area","CV Raman Nagar",2,"Srshq T",1120,2,2,55
"Super built-up  Area","Samethanahalli",2,"SPontna",1069,2,1,55
"Super built-up  Area","Marathahalli",3,"Prionad",1933,3,2,140
"Built-up  Area","Hosur Road",2,"PuendWe",1194,2,0,69
"Super built-up  Area","Brookefield",2,"Danna S",1150,2,3,69
"Super built-up  Area","Yelenahalli",2,"Unknown",1240,2,2,47.12
"Super built-up  Area","Raja Rajeshwari Nagar",2,"GrrvaGr",1419,2,2,48.1
"Plot  Area","7th Phase JP Nagar",8,"Unknown",1200,8,2,250
"Super built-up  Area","Richmond Town",3,"Bltonin",2150,4,2,240
"Super built-up  Area","Suddaguntepalya",3,"MSanaer",1450,3,2,55
"Super built-up  Area","Udayapur Village",3,"Plowsri",1630,3,2,68.29
"Super built-up  Area","Dasanapura",2,"Tavenew",708,1,1,40
"Plot  Area","Kasavanhalli",3,"Unknown",1000,4,3,110
"Plot  Area","Whitefield",4,"Unknown",11890,4,3,700
"Super built-up  Area","Bellandur",2,"Ocavees",1250,2,1,76
"Super built-up  Area","7th Phase JP Nagar",3,"Brnia G",1400,2,1,95
"Super built-up  Area","Sarjapur  Road",3,"Unknown",1670,2,3,57
"Super built-up  Area","Ardendale",3,"SoystAm",1750,3,2,100
"Super built-up  Area","Vittasandra",2,"Prlla C",1404,2,1,71
"Super built-up  Area","Hoodi",3,"SMaxyay",1715,2,2,95
"Built-up  Area","Electronic City",1,"Prarkun",630,1,1,34.65
"Super built-up  Area","Harlur",3,"SosicCl",1290,3,2,135
"Super built-up  Area","Hulimavu",3,"Unknown",1650,3,2,78
"Super built-up  Area","Raja Rajeshwari Nagar",2,"GrrvaGr",1295,2,1,55.47
"Plot  Area","Giri Nagar",3,"Bancyri",1800,3,2,252
"Super built-up  Area","Sarjapur  Road",2,"PualeSk",1346,2,1,74.03
"Plot  Area","Thippasandra",4,"Unknown",1200,4,2,200
"Super built-up  Area","Hormavu",2,"ElavuHo",1150,2,2,55
"Built-up  Area","Chikkabidarakallu",4,"Gontyol",3309,4,3,325
"Super built-up  Area","Chandapura",3,"SunceEs",1190,2,2,30.35
"Super built-up  Area","AECS Layout",3,"DSutyng",1620,3,2,98
"Super built-up  Area","Marathahalli",2,"Unknown",950,2,1,46.96
"Super built-up  Area","1 Giri Nagar",11,"Bancyri",5000,9,3,360
"Super built-up  Area","Harlur",3,"SrEndPo",2450,3,0,120
"Super built-up  Area","Electronic City Phase II",3,"Sryalan",1220,2,1,35.23
"Super built-up  Area","Hoysalanagar",2,"RKntsrt",850,2,1,30
"Built-up  Area","Padmanabhanagar",2,"Unknown",1020,2,2,63
"Built-up  Area","Chikkalasandra",2,"Unknown",1100,2,2,50
"Super built-up  Area","Defence Colony",2,"Vantspa",1150,2,2,126
"Super built-up  Area","Hebbal",3,"Mahosya",1760,2,2,130
"Super built-up  Area","Ambalipura",3,"Unknown",1800,3,3,110
"Super built-up  Area","Akshaya Nagar",2,"Unknown",1070,2,1,54
"Plot  Area","2nd Stage Nagarbhavi",4,"Unknown",1500,4,2,220
"Plot  Area","Vidyaranyapura",2,"Unknown",1440,2,0,95
"Super built-up  Area","Amruthahalli",2,"Prowsi ",900,2,1,40
"Built-up  Area","ITI Employees Layout",4,"Unknown",1200,4,1,230
"Super built-up  Area","Whitefield",2,"SMuilan",1130,2,1,42.16
"Super built-up  Area","Koramangala",2,"Proodt ",1320,2,1,165
"Super built-up  Area","Kodigehalli",2,"Unknown",1270,2,1,98
"Built-up  Area","Patelappa Layout",2,"Sryamar",1200,2,1,62
"Super built-up  Area","Ring Road Nagarbhavi",4,"Unknown",4800,4,2,235
"Super built-up  Area","NS Palya",2,"Unknown",1200,2,1,74
"Super built-up  Area","Subramanyapura",2,"Prldsri",929,2,0,50.17
"Built-up  Area","RMV 2nd Stage",4,"LiaveEn",1150,4,2,260
"Plot  Area","Basavangudi",4,"Unknown",1125,4,3,180
"Plot  Area","Kenchenahalli",5,"Unknown",500,3,2,65
"Plot  Area","3rd Block Hrbr Layout",5,"Bemesrm",1200,5,2,190
"Super built-up  Area","KUDLU MAIN ROAD",3,"Unknown",1464,3,2,56
"Super built-up  Area","7th Phase JP Nagar",4,"Unknown",3600,4,3,400
"Plot  Area","Bank Avenue",4,"Unknown",2000,4,2,99
"Super built-up  Area","Chikkalasandra",2,"Unknown",1208,2,1,49
"Super built-up  Area","Hebbal Kempapura",2,"Vrensn ",1130,2,2,60
"Super built-up  Area","Surabhi Layout",3,"VDdonel",1753,3,2,120
"Super built-up  Area","Old Madras Road",5,"Brica E",4500,7,3,337
"Plot  Area","Banjara Layout",3,"Unknown",600,3,2,58
"Super built-up  Area","Hoodi",2,"GoAirej",1196,2,2,94.42
"Built-up  Area","5th Phase JP Nagar",2,"Prenty ",1150,3,3,52.5
"Super built-up  Area","Electronic City",2,"Prarkun",1128,2,1,63
"Super built-up  Area","Omkar Nagar",2,"Shinei ",1000,2,1,53
"Super built-up  Area","Yelahanka",2,"Apows M",1035,2,1,45
"Built-up  Area","Kereguddadahalli",2,"Unknown",950,2,1,32
"Super built-up  Area","Bisuvanahalli",3,"Prityel",1075,2,1,36
"Super built-up  Area","Whitefield",2,"SVineun",1040,2,1,48.5
"Plot  Area","Maragondanahalli",2,"Unknown",720,2,1,45
"Super built-up  Area","Lingadheeranahalli",3,"Soiewre",1511,3,1,95
"Built-up  Area","Silk Board",3,"Unknown",1300,3,1,58
"Super built-up  Area","Hoodi",3,"Caycend",1545,3,1,68.75
"Built-up  Area","Shampura",1,"Unknown",375,2,0,26
"Super built-up  Area","Vidyaranyapura",2,"Unknown",1062,2,3,38
"Super built-up  Area","Kada Agrahara",2,"Unknown",1115,2,1,40
"Super built-up  Area","JP Nagar",2,"DSvvyx ",1000,2,1,35
"Super built-up  Area","Kambipura",2,"Prrtht ",883,2,1,45
"Super built-up  Area","Sarjapur  Road",2,"Brareio",1195,2,1,70
"Plot  Area","BHEL Layout",4,"Unknown",1200,3,1,165
"Built-up  Area","Medahalli",1,"Unknown",700,1,0,41
"Super built-up  Area","Vittasandra",2,"Prlla C",1246,2,1,67
"Plot  Area","8th Phase JP Nagar",4,"Unknown",660,4,2,90
"Plot  Area","Banashankari Stage III",4,"Unknown",8500,4,2,145
"Super built-up  Area","Kashi Nagar",4,"Unknown",1600,4,1,80
"Super built-up  Area","Haralur Road",4,"SNnia E",2805,5,3,154
"Super built-up  Area","Begur Road",3,"Unknown",1584,3,2,65
"Plot  Area","Sector 7 HSR Layout",4,"Unknown",3000,5,1,275
"Built-up  Area","Hosur Road",3,"Unknown",1175,2,2,48
"Built-up  Area","Yemlur, Old Airport Road, ",3,"Unknown",1595,3,2,115
"Super built-up  Area","VHBCS Layout",2,"OlarkLa",1353,2,2,110
"Super built-up  Area","Electronic City",3,"Prarkun",1599,3,2,125
"Super built-up  Area","Whitefield",2,"SuMTBPr",1150,2,1,70
"Super built-up  Area","Jakkur",4,"Lecco C",5230,6,1,465
"Super built-up  Area","KR Puram",2,"Jahidva",1155,2,2,42.74
"Built-up  Area","Ittamadu",1,"Unknown",1200,2,0,85
"Super built-up  Area","Electronic City Phase II",2,"Unknown",1000,2,1,25
"Super built-up  Area","Thanisandra",4,"Unknown",3000,4,2,120
"Built-up  Area","Rajiv Nagar",3,"PuoodSk",1867,3,1,160
"Super built-up  Area","Ramagondanahalli",2,"ViistLa",1251,2,1,47
"Super built-up  Area","Gattahalli",2,"Arano M",1028,2,1,45.5
"Super built-up  Area","Arekere",2,"Amngsag",1222,2,2,45
"Super built-up  Area","Bannerghatta Road",3,"SNity S",1170,2,1,66
"Super built-up  Area","Hebbal",3,"Kacesh ",2400,4,1,245
"Super built-up  Area","Ramanjaneyanagar",3,"Unknown",1385,2,2,48.48
"Super built-up  Area","HSR Layout",2,"SrisePo",1372,2,1,68
"Super built-up  Area","Magadi Road",3,"Bilya A",1282,2,2,49
"Super built-up  Area","Mico Layout",9,"Amsomun",5000,9,3,210
"Built-up  Area","7th Block Jayanagar",5,"Unknown",3000,3,1,528
"Super built-up  Area","Kanakpura Road",2,"Shdhia ",1135,2,1,39.73
"Built-up  Area","Whitefield",3,"Unknown",1768,3,2,101
"Built-up  Area","Byatarayanapura",3,"Foconna",1325,2,1,90
"Super built-up  Area","Electronic City",3,"Prarkun",1599,3,2,99
"Plot  Area","Whitefield",3,"Unknown",1500,3,1,61.95
"Plot  Area","2nd Phase JP Nagar",3,"Unknown",2610,3,0,499
"Super built-up  Area","Uttarahalli",2,"Unknown",1286,2,2,63
"Built-up  Area","Kammanahalli",5,"Unknown",2845,5,1,140
"Super built-up  Area","K G Colony",3,"Aincy R",1600,2,2,50
"Super built-up  Area","Hennur Road",2,"Shxorm ",1290,2,0,63.77
"Super built-up  Area","Hebbal",3,"Brium C",3450,5,2,260
"Super built-up  Area","Munnekollal",2,"Sadhii ",1102,2,2,53.67
"Super built-up  Area","Yelahanka",2,"Sahanra",1350,2,2,54
"Super built-up  Area","Banashankari",3,"Unknown",1200,2,2,42
"Plot  Area","Hosa Road",6,"Unknown",1300,6,0,145
"Plot  Area","Herohalli",2,"Unknown",1800,1,1,80
"Built-up  Area","Chikkabanavar",2,"Unknown",950,2,1,40
"Super built-up  Area","Kanakpura Road",1,"PrarePa",525,1,1,27.25
"Built-up  Area","Attibele",2,"Jae 2hu",656,2,1,25
"Plot  Area","Marathahalli",4,"Unknown",1780,4,3,175
"Super built-up  Area","3rd Block Hrbr Layout",2,"Icncy R",1056,2,1,80
"Super built-up  Area","Bannerghatta Road",1,"Hiatei ",595,1,1,33.32
"Built-up  Area","Ittamadu",2,"Unknown",1080,2,2,50
"Super built-up  Area","7th Phase JP Nagar",3,"Puarero",2225,3,1,160
"Super built-up  Area","Bommasandra",2,"DSoodil",1126,2,1,28.15
"Super built-up  Area","Electronics City Phase 1",3,"GaicaVe",1490,3,1,84
"Plot  Area","HRBR Layout",4,"Unknown",2000,4,1,300
"Super built-up  Area","Sarjapur  Road",3,"PuineSu",1550,3,3,100
"Super built-up  Area","",3,"Grare S",1600,3,2,86
"Built-up  Area","Ashwini layout",2,"Unknown",1160,2,1,55
"Built-up  Area","Whitefield",4,"PrOakSi",4144,4,3,315
"Super built-up  Area","Sarjapur  Road",3,"Supleon",2100,3,2,125
"Super built-up  Area","Vittasandra",2,"Prlla C",1404,2,1,69.3
"Plot  Area","Sarjapur  Road",4,"LGestbo",2230,4,3,225
"Super built-up  Area","Marathalli bridge",3,"Unknown",1544,3,2,120
"Super built-up  Area","Banashankari Stage III",3,"Pridsi ",1305,2,1,58.7
"Super built-up  Area","Marathahalli",2,"Aahts H",1230,2,2,80
"Plot  Area","T.C PALYA",2,"Unknown",1200,2,0,65
"Super built-up  Area","Harlur",3,"Unknown",1460,3,1,73
"Built-up  Area","Gottigere",2,"Unknown",967,2,3,45
"Built-up  Area","Byatarayanapura",1,"Unknown",540,1,1,36
"Super built-up  Area","Hormavu",1,"Kolisl ",715,1,2,46
"Super built-up  Area","Whitefield",3,"Toindls",2500,3,2,313
"Super built-up  Area","Dooravani Nagar",3,"Puceswn",1578,3,1,180
"Super built-up  Area","Mysore Road",2,"Unknown",1020,2,1,48.95
"Super built-up  Area","Jigani",2,"i1odsne",1020,2,1,40
"Super built-up  Area","Koramangala",2,"Ansna K",1253,2,1,102
"Super built-up  Area","JCR Layout",2,"ARnamru",1180,2,2,42
"Super built-up  Area","Nehru Nagar",2,"Veyalin",961,2,2,38
"Built-up  Area","Kanakapura",3,"Unknown",1419,3,3,75
"Super built-up  Area","Harlur",3,"SomonCi",1709,3,2,150
"Plot  Area","Papareddipalya",2,"Unknown",1600,2,0,115
"Super built-up  Area","Venkatapura",1,"Unknown",416,1,1,18.5
"Carpet  Area","Sanjay nagar",2,"Unknown",1100,2,2,98
"Super built-up  Area","HSR Layout",3,"Unknown",1430,2,1,65
"Super built-up  Area","Sneha Colony",2,"Daill S",1260,2,2,45
"Built-up  Area","RMV Extension",3,"DSureSi",1630,3,2,85
"Super built-up  Area","Sarjapur  Road",3,"Soini T",1249,3,2,44.71
"Super built-up  Area","Kalena Agrahara",3,"MancyRe",1450,2,3,85
"Super built-up  Area","Konanakunte",3,"Prasa W",2791,3,1,223
"Super built-up  Area","Hosapalya",1,"Unknown",600,1,0,90
"Built-up  Area","Ashwini layout",1,"Kaantth",834,1,1,60
"Plot  Area","Doddagubbi",3,"Unknown",1125,4,1,70
"Super built-up  Area","Arekere",3,"Unknown",2060,3,2,140
"Super built-up  Area","Malleshwaram",7,"Unknown",12000,7,3,2200
"Built-up  Area","Gottigere",2,"Drente ",891,2,1,25
"Super built-up  Area","Raja Rajeshwari Nagar",2,"GrrvaGr",1133,2,1,49.07
"Built-up  Area","Bisuvanahalli",3,"Prityel",1075,2,1,37
"Super built-up  Area","Sector 6 HSR Layout",4,"Unknown",3000,5,2,260
"Plot  Area","Brookefield",4,"Unknown",2440,5,2,425
"Built-up  Area","Vidyaranyapura",2,"Unknown",1200,2,2,55
"Super built-up  Area","Thanisandra",2,"Unknown",1075,2,2,45.8
"Super built-up  Area","Kaggadasapura",2,"Unknown",1140,2,2,40
"Plot  Area","Margondanahalli",5,"Unknown",940,4,2,150
"Plot  Area","ITI Layout",6,"Unknown",2160,5,1,250
"Super built-up  Area","Raja Rajeshwari Nagar",2,"SGandea",1090,2,1,42
"Built-up  Area","R.T. Nagar",4,"Unknown",1500,4,1,70
"Super built-up  Area","Whitefield",4,"Unknown",4104,4,2,360
"Super built-up  Area","Whitefield",3,"Unknown",1790,3,2,100
"Super built-up  Area","Hebbal",3,"Mahosya",1920,3,2,134
"Built-up  Area","HRBR Layout",2,"Eline P",1374,2,2,95
"Carpet  Area","Bannerghatta Road",3,"Unknown",1445,3,2,95
"Super built-up  Area","Kanakapura",1,"GoityEt",711,1,1,36
"Super built-up  Area","Tumkur Road",3,"SosonGa",1500,3,3,95
"Super built-up  Area","Whitefield",3,"Gotis A",1720,3,3,100
"Super built-up  Area","Vasanthapura",3,"Unknown",1400,3,2,60
"Built-up  Area","Kundalahalli",2,"Unknown",1030,2,2,49
"Super built-up  Area","Mysore Road",2,"PrntaEn",1200,2,1,85
"Carpet  Area","Hosahalli",3,"NSezeBr",1375,3,2,70
"Plot  Area","Hegde Nagar",2,"Unknown",1050,1,2,56
"Super built-up  Area","Jalahalli",3,"Tahtsla",2250,3,2,160
"Super built-up  Area","Bellandur",2,"Sronda ",1000,2,2,50
"Super built-up  Area","Jalahalli West",1,"Prntsax",469,1,0,25
"Super built-up  Area","Marathahalli",4,"PueraRi",3800,4,3,250
"Super built-up  Area","Kambipura",2,"Prrtht ",883,2,1,29
"Super built-up  Area","GM Palaya",3,"Chnts A",1820,2,3,86
"Built-up  Area","Singasandra",3,"Unknown",1440,2,3,65
"Super built-up  Area","near Ramanashree California resort",6,"Unknown",3600,4,1,160
"Built-up  Area","Malleshwaram",4,"GaityEt",2500,5,2,325
"Super built-up  Area","Mahadevpura",2,"Unknown",1225,2,2,48
"Plot  Area","6th block banashankari 3rd stage, 100 feet ORR",3,"Unknown",4000,3,1,660
"Carpet  Area","Chikkalasandra",2,"Unknown",875,2,3,52.8
"Super built-up  Area","Jalahalli East",1,"ShshaSa",750,1,2,40
"Super built-up  Area","6th Phase JP Nagar",2,"Unknown",1180,2,3,80
"Super built-up  Area","Haralur Road",2,"Unknown",1194,2,2,47
"Super built-up  Area","Hennur Road",3,"Unknown",1500,2,2,62
"Super built-up  Area","Poornapragna Housing Society Layout",2,"Unknown",1160,2,2,52.2
"Built-up  Area","Arekere",9,"Unknown",1290,9,2,265
"Super built-up  Area","Hosakerehalli",3,"Taonte ",2378,3,1,262
"Super built-up  Area","Sarjapur",2,"Ahownve",1128,2,1,60
"Super built-up  Area","Hebbal",3,"Cevely ",1500,3,1,150
"Built-up  Area","Huskur",3,"Unknown",1220,2,1,35.23
"Super built-up  Area","Sarjapur  Road",2,"Unknown",1210,2,2,58
"Super built-up  Area","Kanakpura Road",3,"PrarePa",1100,2,1,58
"Super built-up  Area","Bommasandra",3,"Vaodspe",1200,3,2,46
"Built-up  Area","Haralur Road",4,"SNnia E",3385,5,2,260
"Super built-up  Area","Nagondanahalli",3,"DSldsen",1641,3,2,66
"Super built-up  Area","Horamavu Agara",2,"Unknown",1200,2,1,45
"Super built-up  Area","Raja Rajeshwari Nagar",2,"NaonySy",1260,2,1,67.39
"Super built-up  Area","Mahadevpura",3,"Unknown",1720,3,3,78
"Super built-up  Area","Yelahanka",2,"Rarthne",1290,2,0,48.13
"Super built-up  Area","Yelahanka",2,"Pyikad ",1210,2,1,45.98
"Built-up  Area","Indira Nagar",4,"Unknown",2200,4,2,200
"Super built-up  Area","Bisuvanahalli",3,"Prityel",1075,2,1,45
"Built-up  Area","Thanisandra",3,"Soitya ",1702,3,2,130
"Super built-up  Area","Shanthala Nagar",2,"Malex C",1630,2,2,200
"Super built-up  Area","Raja Rajeshwari Nagar",2,"GrrvaGr",1141,2,2,38.55
"Super built-up  Area","Shantiniketan Layout",3,"Unknown",2072,3,2,108
"Built-up  Area","Herohalli",3,"Unknown",1200,2,0,70
"Super built-up  Area","Teachers Colony",3,"Unknown",1350,3,0,77
"Built-up  Area","Bettahalsoor",4,"Toainnt",4046,4,0,445
"Super built-up  Area","Srinivasa Nagar",3,"Unknown",1180,2,2,78.34
"Built-up  Area","Yelahanka",3,"Edreelm",35000,3,3,130
"Super built-up  Area","Langford Town",2,"Unknown",1355,2,2,115
"Plot  Area","Sulthangunta",1,"Unknown",600,1,0,50
"Plot  Area","Hormavu",7,"Unknown",1200,7,2,150
"Super built-up  Area","Bannerghatta Road",3,"Unknown",1640,2,1,120
"Plot  Area","Byrathi Village",5,"Unknown",1200,5,0,100
"Super built-up  Area","Kodichikkanahalli",3,"Unknown",1190,2,2,57
"Plot  Area","OMBR Layout",4,"Unknown",2400,4,2,375
"Super built-up  Area","Marathahalli",2,"Unknown",1019,2,2,49.85
"Super built-up  Area","Ambedkar Colony",3,"RMcesa ",1875,3,2,165
"Super built-up  Area","Akshaya Nagar",3,"Unknown",1250,3,2,40
"Plot  Area","Brookefield",3,"Krreera",1200,3,2,140
"Super built-up  Area","Whitefield",2,"PaantPl",1140,2,1,56
"Super built-up  Area","Lingadheeranahalli",3,"Soiewre",1683,3,1,109
"Super built-up  Area","Kaggadasapura",3,"Golmsoy",1515,3,2,83.3
"Super built-up  Area","Hoodi",4,"Caycend",2118,4,2,111
"Built-up  Area","Bannerghatta Road",4,"Unknown",1380,3,0,58
"Super built-up  Area","Varthur Road",2,"Unknown",1083,2,2,61.75
"Plot  Area","Anjappa Layout",2,"Unknown",600,2,1,55
"Built-up  Area","Avalahalli",3,"Sohea A",2300,3,3,120
"Super built-up  Area","Prakruthi Nagar",2,"MSvelek",1240,2,2,60
"Super built-up  Area","Surabhi Layout",3,"VDdonel",1750,3,1,120
"Super built-up  Area","Sadaramangala",2,"Unknown",1230,2,2,43.48
"Plot  Area","Anjanapura",3,"Unknown",1500,3,1,139
"Super built-up  Area","Abbigere",2,"SLtias ",985,2,1,40.39
"Plot  Area","Tindlu",3,"Hentye ",1500,2,1,87
"Built-up  Area","Electronic City",2,"Unknown",1125,2,1,32.49
"Built-up  Area","Maruthi Sevanagar",2,"SMikaay",950,2,1,44
"Super built-up  Area","Kothanur",3,"Unknown",1580,3,3,76
"Plot  Area","B Narayanapura",3,"Unknown",1092,2,1,98.5
"Built-up  Area","Electronic City Phase II",2,"Sryalan",1090,2,1,28.34
"Built-up  Area","Hennur Road",3,"Unknown",2264,3,1,159
"Super built-up  Area","Dommasandra",3,"Unknown",1033,2,2,25.53
"Super built-up  Area","Kammasandra",2,"Prony S",810,2,2,24.5
"Super built-up  Area","Green Garden Layout",2,"PaisePa",1045,2,0,45
"Super built-up  Area","Hebbal",2,"Arcia S",1337,2,1,82
"Super built-up  Area","Chandapura",2,"Unknown",1200,2,2,32
"Super built-up  Area","Koramangala",3,"TealeRo",1580,3,2,160
"Super built-up  Area","Begur Road",3,"Dhalsh ",1500,2,3,54
"Super built-up  Area","Whitefield",3,"Umods W",1640,4,2,91
"Super built-up  Area","Silver Springs Layout",3,"SSarlPe",1570,3,2,62
"Super built-up  Area","Gubbalala",3,"MauilTr",1470,2,2,82
"Super built-up  Area","Kengeri",2,"Unknown",1160,2,2,40.61
"Built-up  Area","7th Phase JP Nagar",2,"Brnia G",1050,2,1,71
"Super built-up  Area","Dairy Circle",3,"Soeurri",1855,3,1,225
"Super built-up  Area","Bannerghatta Road",3,"SNity S",1460,2,1,90
"Built-up  Area","Hulimavu",3,"Unknown",1823,3,2,100
"Super built-up  Area","Electronic City",2,"Daives ",1094,2,2,42
"Super built-up  Area","Budigere",2,"PrityTr",1153,2,2,57
"Built-up  Area","Hoysalanagar",3,"PNncysi",1325,3,1,57
"Plot  Area","Parappana Agrahara",4,"Unknown",1200,3,2,85
"Built-up  Area","Jakkur",3,"Socon Z",1590,2,2,125
"Plot  Area","Jeevan bima nagar",5,"Unknown",1210,4,2,160
"Plot  Area","Raja Rajeshwari Nagar",4,"Unknown",1200,4,0,220
"Super built-up  Area","Narayana Nagar 1st Block",2,"Krite D",1202,2,1,48
"Built-up  Area","Haralur Road",2,"Unknown",1202,2,1,53
"Super built-up  Area","KSRTC Layout",2,"Srisei ",1200,2,3,62.5
